IncidentName,CalendarYear,POOJurisdictionalUnit,Fire Type Protection Type,Fire Type,Fire Cause,Size Class,IncidentSize,FireDiscoveryDateTime
DOUGLAS,1995,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,1,8/7/1995
EXHIBIT,1995,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/11/1995
FROG ROCK,1995,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,6/24/1995
HOT SPRING,1995,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/21/1995
HUCKLEBRRY,1995,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/29/1995
MEADOWS,1995,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/28/1995
ARNICA,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/9/1996
BOILING,1996,WYYNP,Management Ignited Prescribed Fires,48,Human,B,1.5,6/26/1996
CEMENT,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/28/1996
CHICKADEE,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,6.7,8/27/1996
COYOTE PNF,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,4418,6/26/1996
CREVICE,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/2/1996
DELACEY,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/27/1996
DIVIDE,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/11/1996
FALLS,1996,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,10/1/1996
GRANT,1996,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/27/1996
HELLROARIN,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/16/1996
LOST CREEK,1996,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,2,8/30/1996
MARY,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,C,13.4,8/24/1996
PELICAN,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,1840,8/11/1996
RATHBONE,1996,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/28/1996
RATHBONE 2,1996,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/28/1996
SNOWSLIDE,1996,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.5,7/29/1996
SOUTH BAY,1996,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/14/1996
SPEAR,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,6/21/1996
SPRING,1996,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/28/1996
WASHBURN,1996,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/29/1996
CACHE,1997,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/7/1997
CLAGETT,1997,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,9/10/1997
ELKPARK,1997,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,6/25/1997
LAMAR,1997,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,9/14/1997
PELICAN,1997,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.2,7/9/1997
QUARTZ,1997,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/27/1997
SNAKESPRIN,1997,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/21/1997
SULPHUR,1997,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/27/1997
TROUT LAKE,1997,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/23/1997
VERMILION,1997,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/30/1997
WHITE PEAK,1997,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/19/1997
AMETHYST,1998,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,2,9/1/1998
BEARCUB,1998,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/7/1998
BEAVERDAM,1998,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/28/1998
COWAN,1998,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,9/7/1998
COYOTE,1998,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/11/1998
CRAGS,1998,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/16/1998
LAMAR FORD,1998,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,6/14/1998
ONE BOTTLE,1998,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,1,8/19/1998
PELICAN,1998,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,2,8/26/1998
RESCUE,1998,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,C,16,9/6/1998
SNAKE,1998,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/27/1998
SOUR,1998,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,98,8/30/1998
TERRACE SP,1998,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,9/5/1998
ABIATHAR,1999,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/7/1999
beulah lk,1999,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/9/1999
Bison,1999,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/23/1999
Continenta,1999,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.2,7/24/1999
HUCKLEBERR,1999,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/7/1999
LEWIS,1999,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/16/1999
MCBRIDE,1999,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/19/1999
powerline,1999,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,B,3,10/4/1999
RED,1999,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/6/1999
SPORTSMAN,1999,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/18/1999
STONETOP,1999,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,6,8/10/1999
WHITE,1999,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,9/9/1999
WRONG,1999,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/20/1999
ALUM CREEK,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.5,8/2/2000
ASTRINGENT,2000,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,6/28/2000
BASIN,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/23/2000
BEAVER DAM,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/2/2000
BOUNDARY,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,339,8/15/2000
BRIDGE,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,C,10,8/2/2000
CHITTENDON,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,1,8/1/2000
CYGNET,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,6/5/2000
ELEPHANT,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,3,8/11/2000
FIREHOLE,2000,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/15/2000
FRED,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,2,8/15/2000
HANCOCK,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/23/2000
Headwater,2000,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/18/2000
JONES PASS,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,C,25,8/2/2000
KNOTHEAD,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/16/2000
MALLARD,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/15/2000
MOOSE,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,F,1136,8/15/2000
NINE,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.5,8/3/2000
PETRIFIED,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/1/2000
PLATEAU,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,2552,8/16/2000
SIGNAL,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.5,8/2/2000
SLATE,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/4/2000
Spring,2000,WYYNP,Suppressed: Origin on NPS land; protected other federal agency,11,Natural,B,5,8/15/2000
SPRUCE,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,2,8/13/2000
STAR,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,2,8/15/2000
STONE,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/19/2000
SUBSTATION,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,5/29/2000
THUMB,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.5,8/15/2000
TRAILER,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/12/2000
TRAPPER,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.5,8/2/2000
TWOSMOKES,2000,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,2,7/18/2000
UNION,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/25/2000
UNLUCKY,2000,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,1986,8/13/2000
ALDER,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/5/2001
ARTHUR,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,2527,7/29/2001
ASH,2001,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,0.5,7/15/2001
BADGER,2001,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/16/2001
BARNSHOLE,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,10/21/2001
CARRINGTON,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/4/2001
CASCADE,2001,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/19/2001
COLUMBINE,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/3/2001
CORRAL,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/28/2001
CRYSTAL,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/3/2001
DIVIDE,2001,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,9/15/2001
DOUGLAS,2001,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.2,7/20/2001
FALCON,2001,WYYNP,Suppressed: Origin not on NPS land; protection action taken to prevent spread to NPS lands,14,Natural,,3288,8/7/2001
FLAT,2001,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,8,9/14/2001
FROGROCK,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,6/7/2001
HUCKLEBERR,2001,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,9/13/2001
INKSPOT,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,,10,7/26/2001
LEWIS,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/5/2001
LITTLE,2001,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,456,9/10/2001
LITTLE JOE,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,,485,8/25/2001
LONESTAR,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/28/2001
MAMPOWWOW,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,6/26/2001
MIDDLE,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/4/2001
MOOSE,2001,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/15/2001
MUD,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/28/2001
OXBOW,2001,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/14/2001
PHANTOM,2001,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/14/2001
RED,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.2,8/12/2001
SEPULCHER,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,10,8/20/2001
SHOOTING,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/17/2001
SPRING,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/28/2001
STONE,2001,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,69,8/16/2001
STONETOP,2001,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,9/15/2001
SULPHUR,2001,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,3977,8/15/2001
THUMB,2001,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,7/5/2001
TURBID,2001,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/11/2001
WHISTLER,2001,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/14/2001
arm,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.2,6/21/2002
bacon,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/27/2002
basin,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/26/2002
big thumb,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/23/2002
bluff,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/27/2002
boiling,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/17/2002
brimstone,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/27/2002
broad,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,8775,6/27/2002
butte,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/13/2002
clear,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/17/2002
columbine,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/24/2002
cottonwood,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.3,7/24/2002
cub,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/13/2002
daly,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.2,8/26/2002
dividelake,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,C,10,7/6/2002
doane,2002,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,1,8/28/2002
drainage,2002,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/28/2002
druid,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/27/2002
dryad,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/16/2002
duck,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/27/2002
flat mtn,2002,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/27/2002
forest,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/18/2002
fountain,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,1,9/4/2002
harebell,2002,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/26/2002
howard,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/23/2002
humphries,2002,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/28/2002
jones,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/23/2002
lehardy,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/9/2002
mcbride,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/28/2002
moose,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,1,7/23/2002
pebble,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/28/2002
phantom,2002,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/28/2002
phlox,2002,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,3585,8/10/2002
red,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/23/2002
robinson,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.3,7/10/2002
rocky,2002,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,9/5/2002
sedge,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/13/2002
signal,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/23/2002
sink,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/21/2002
snake,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/26/2002
snowslide,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/5/2002
SOLFATARA,2002,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Human,A,0.1,6/18/2002
stonetop,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/27/2002
washburn,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/17/2002
westgate,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/8/2002
yancey,2002,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/16/2002
ALDER,2003,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/16/2003
AMETHYST,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,228,7/15/2003
ARNICA,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/19/2003
BAKERSHOLE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,,545,7/5/2003
BASIN,2003,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/9/2003
BEULA,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/10/2003
BIGGAME,2003,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/9/2003
BISON,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.3,7/16/2003
BOG,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.3,8/24/2003
BOUNDARY,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,2.5,7/21/2003
BRIMSTONE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/10/2003
BUCKET,2003,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/28/2003
BUTTE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/11/2003
CARCASS,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/17/2003
CAVE,2003,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,0.3,6/14/2003
CC,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.3,8/22/2003
CHICKADEE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.5,8/9/2003
CHICKEN,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/22/2003
COLUMBINE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/8/2003
COTTON,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/29/2003
CREEK,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/10/2003
CREVICE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/8/2003
CROOKED,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/11/2003
CUB,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.5,8/8/2003
DALY,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/6/2003
DIVIDE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/9/2003
DOANE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/8/2003
DUCKLING,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/8/2003
EAST,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,17294,8/11/2003
EASTSHORE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/8/2003
ELBERRY,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/16/2003
FALLS,2003,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/11/2003
FAN,2003,WYYNP,Naturally Ignited Wildland Fires,49,Natural,B,3.2,7/12/2003
FISH,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.8,8/10/2003
FRANK,2003,WYYNP,Naturally Ignited Wildland Fires,49,Natural,,619,8/8/2003
FREIGHT,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,5/16/2003
GRENN POND,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,2,8/19/2003
GRIZZLY,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,4096,8/2/2003
HAREBELL,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/10/2003
HEART,2003,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/15/2003
HILL,2003,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,9/4/2003
HOTSPRINGS,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/3/2003
HUCK,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.5,8/15/2003
INDIAN CRK,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/23/2003
JUDO,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/2/2003
LITTLE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/10/2003
MALLARD,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.2,8/8/2003
MIDWAY,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,8/4/2003
MOOSE,2003,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,8/8/2003
MUSHPOT,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,9/3/2003
PASS,2003,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/9/2003
PEBBLE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,B,0.3,9/24/2003
PLUMBER,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/12/2003
POLECAT,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/10/2003
PUMICE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,4,7/18/2003
rathbone,2003,WYYNP,Suppressed: Origin not on NPS land; protection action taken to prevent spread to NPS lands,11,Natural,,2751,8/20/2003
RED,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.2,8/16/2003
REPUBLIC,2003,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/26/2003
RESCUE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/9/2003
RIVER,2003,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/10/2003
ROCKY,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/14/2003
signal,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/31/2003
SLOPE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/8/2003
SMKJUMPER,2003,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/16/2003
SNAKE,2003,WYYNP,Natural Out: Origin on NPS land; protected by NPS,21,Natural,A,0.1,8/3/2003
SOUR,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.2,8/15/2003
SPRTSMAN,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.2,8/5/2003
SYLVAN,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/8/2003
TERRACE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/16/2003
THUMB,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/10/2003
TWISTED,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/11/2003
TYSON,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,192,8/13/2003
UNDINE,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/8/2003
Union,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,,834,8/14/2003
WEASEL,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/10/2003
WEST,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,6/14/2003
WILLOW,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/12/2003
WRONG,2003,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.3,9/3/2003
BEAVER CRE,2004,WYYNP,Naturally Ignited Wildland Fires,49,Natural,A,0.1,7/4/2004
BISCUIT,2004,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,6/14/2004
